1111,100,0,0,"Chardonnay (Sebastiani Sanoma Cask)",5.00
1111,100,1,0,"Chardonnay (Marcellina)            ",8.50
1111,100,2,0,"Pinot Grigio (Mezza Carona)        ",5.50
1111,100,3,0,"Pinot Grigio (San Angelo)          ",6.50
1111,100,4,0,"Meritage (St. Supery)              ",7.50
1111,100,5,0,"Mamertino (Italy)                  ",5.00
1111,100,6,0,"Gavi Princepessa                   ",6.50
