2	6	1	9	0	7	5	3	8	4
2	6	1	9	0	7	8	3	5	4
2	8	5	6	1	3	4	9	7	0
2	8	5	6	1	3	7	9	4	0
4	2	3	7	1	5	0	9	8	6
4	2	3	7	1	5	8	9	0	6
4	3	9	1	0	7	6	2	8	5
4	3	9	1	0	7	8	2	6	5
4	6	7	3	1	5	0	9	8	2
4	6	7	3	1	5	8	9	0	2
4	8	5	6	1	3	2	7	9	0
4	8	5	6	1	3	9	7	2	0
