0,10,"Vino Bianco"
1,13,"Vino Rosso"
2,2,"Vino Roseto"
3,2,"Dessert Wines"
4,7,"Kunde Viognier" 
5,3,"After Dinner Dessert Wines"
6,2,"Non Alcoholic"
7,26,"Vino Bianco"
8,40"Vino Rosso"
9,1"Wine Tasting"
